direction,bnss_section_id,bnss_title,crpc_section_id,crpc_title,bridge_kind,mapping_note
bnss_to_crpc,141,(a) If any person ordered to give security under section 127 or section 136,122,Imprisonment in default of security. —(1) (a) If any person ordered to give security under section 106 or,auto,"shared_keywords=['give', 'ordered', 'security']; title_jaccard=0.60"
crpc_to_bnss,141,(a) If any person ordered to give security under section 127 or section 136,122,Imprisonment in default of security. —(1) (a) If any person ordered to give security under section 106 or,auto,"shared_keywords=['give', 'ordered', 'security']; title_jaccard=0.60"
bnss_to_crpc,143,When a person for whose appearance a summons or warrant has been issued,256,"Non-appearance or death of complainant .—(1) If the summons has been issued on complaint, and on",auto,"shared_keywords=['appearance', 'issued', 'summons']; title_jaccard=0.43"
crpc_to_bnss,143,When a person for whose appearance a summons or warrant has been issued,256,"Non-appearance or death of complainant .—(1) If the summons has been issued on complaint, and on",auto,"shared_keywords=['appearance', 'issued', 'summons']; title_jaccard=0.43"
bnss_to_crpc,146,"On proof of a change in the circumstances of any person, receiving, under",127,"Alteration in allowance.—1[(1) On proof of a change in the circumstances of any person, receiving, under",auto,"shared_keywords=['change', 'circumstances', 'proof', 'receiving']; title_jaccard=0.67"
crpc_to_bnss,146,"On proof of a change in the circumstances of any person, receiving, under",127,"Alteration in allowance.—1[(1) On proof of a change in the circumstances of any person, receiving, under",auto,"shared_keywords=['change', 'circumstances', 'proof', 'receiving']; title_jaccard=0.67"
bnss_to_crpc,147,A copy of the order of maintenance or interim maintenance and expenses of,128,Enforcement of order of maintenance. —A copy of the order of 2[maintenance or interim maintenance,auto,"shared_keywords=['copy', 'interim', 'maintenance']; title_jaccard=0.60"
crpc_to_bnss,147,A copy of the order of maintenance or interim maintenance and expenses of,128,Enforcement of order of maintenance. —A copy of the order of 2[maintenance or interim maintenance,auto,"shared_keywords=['copy', 'interim', 'maintenance']; title_jaccard=0.60"
bnss_to_crpc,148,"Any Executive Magistrate or officer in charge of a police station or, in the",56,Person arrested to be taken before Magistrate or officer in charge of police station. —A,auto,"shared_keywords=['charge', 'magistrate', 'officer', 'police', 'station']; title_jaccard=0.56"
crpc_to_bnss,148,"Any Executive Magistrate or officer in charge of a police station or, in the",56,Person arrested to be taken before Magistrate or officer in charge of police station. —A,auto,"shared_keywords=['charge', 'magistrate', 'officer', 'police', 'station']; title_jaccard=0.56"
bnss_to_crpc,149,If any assembly referred to in sub-section (1) of section 148 cannot otherwise,130,"Use of armed forces to disperse assembly .—(1) If any such assembly cannot be otherwise dispersed, and",auto,"shared_keywords=['assembly', 'cannot', 'otherwise']; title_jaccard=0.38"
crpc_to_bnss,149,If any assembly referred to in sub-section (1) of section 148 cannot otherwise,130,"Use of armed forces to disperse assembly .—(1) If any such assembly cannot be otherwise dispersed, and",auto,"shared_keywords=['assembly', 'cannot', 'otherwise']; title_jaccard=0.38"
bnss_to_crpc,151,No prosecution against any person for any act purporting to be done under,132,Protection against prosecution for acts done under preceding sections .—(1) No prosecution against,auto,"shared_keywords=['against', 'done', 'prosecution']; title_jaccard=0.38"
crpc_to_bnss,151,No prosecution against any person for any act purporting to be done under,132,Protection against prosecution for acts done under preceding sections .—(1) No prosecution against,auto,"shared_keywords=['against', 'done', 'prosecution']; title_jaccard=0.38"
bnss_to_crpc,152,Whenever a District Magistrate or a Sub-divisional Magistrate or any other,133,Conditional order for removal of nuisance .—(1) Whenever a District Magistrate or a Sub -divisional,auto,"shared_keywords=['district', 'divisional', 'magistrate', 'whenever']; title_jaccard=0.57"
crpc_to_bnss,152,Whenever a District Magistrate or a Sub-divisional Magistrate or any other,133,Conditional order for removal of nuisance .—(1) Whenever a District Magistrate or a Sub -divisional,auto,"shared_keywords=['district', 'divisional', 'magistrate', 'whenever']; title_jaccard=0.57"
bnss_to_crpc,153,"The order shall, if practicable, be served on the person against whom it is",134,"Service or notification of order .—(1) The order shall, if practicable, be served on the person against",auto,"shared_keywords=['against', 'practicable', 'served']; title_jaccard=0.60"
crpc_to_bnss,153,"The order shall, if practicable, be served on the person against whom it is",134,"Service or notification of order .—(1) The order shall, if practicable, be served on the person against",auto,"shared_keywords=['against', 'practicable', 'served']; title_jaccard=0.60"
bnss_to_crpc,157,If the person against whom an order under section 152 is made appears and,138,Procedure where he appears to show cause .—(1) If the person against whom an order under section 133,auto,"shared_keywords=['against', 'appears']; title_jaccard=0.40"
crpc_to_bnss,157,If the person against whom an order under section 152 is made appears and,138,Procedure where he appears to show cause .—(1) If the person against whom an order under section 133,auto,"shared_keywords=['against', 'appears']; title_jaccard=0.40"
bnss_to_crpc,159,( 1) Where the Magistrate directs a local investigation by any person under,139,"Power of Magistrate to direct local investigation and examination of an expert. —The Magistrate may,",auto,"shared_keywords=['investigation', 'local', 'magistrate']; title_jaccard=0.43"
crpc_to_bnss,159,( 1) Where the Magistrate directs a local investigation by any person under,139,"Power of Magistrate to direct local investigation and examination of an expert. —The Magistrate may,",auto,"shared_keywords=['investigation', 'local', 'magistrate']; title_jaccard=0.43"
bnss_to_crpc,160,"When an order has been made absolute under section 155 or section 157, the",141,Procedure on order being made absolute and consequences of disobedience .—(1) When an order has,auto,"shared_keywords=['absolute', 'made']; title_jaccard=0.50"
crpc_to_bnss,160,"When an order has been made absolute under section 155 or section 157, the",141,Procedure on order being made absolute and consequences of disobedience .—(1) When an order has,auto,"shared_keywords=['absolute', 'made']; title_jaccard=0.50"
bnss_to_crpc,161,If a Magistrate making an order under section 152 considers that immediate,142,Injunction pending inquiry .—(1) If a Magistrate making an order under section 133 considers that,auto,"shared_keywords=['considers', 'magistrate', 'making']; title_jaccard=0.50"
crpc_to_bnss,161,If a Magistrate making an order under section 152 considers that immediate,142,Injunction pending inquiry .—(1) If a Magistrate making an order under section 133 considers that,auto,"shared_keywords=['considers', 'magistrate', 'making']; title_jaccard=0.50"
bnss_to_crpc,164,( 1) Whenever an Executive Magistrate is satisfied from a report of a police,147,Dispute concerning right of use of land or water .—(1) Whenever an Executive Magistrate is,auto,"shared_keywords=['executive', 'magistrate', 'whenever']; title_jaccard=0.27"
crpc_to_bnss,164,( 1) Whenever an Executive Magistrate is satisfied from a report of a police,147,Dispute concerning right of use of land or water .—(1) Whenever an Executive Magistrate is,auto,"shared_keywords=['executive', 'magistrate', 'whenever']; title_jaccard=0.27"
bnss_to_crpc,167,"( 1) Whenever a local inquiry is necessary for the purposes of section 164,",148,"Local inquiry.—(1) Whenever a local inquiry is necessary for the purposes of section 145, section 146 or",auto,"shared_keywords=['inquiry', 'local', 'necessary', 'purposes', 'whenever']; title_jaccard=1.00"
crpc_to_bnss,167,"( 1) Whenever a local inquiry is necessary for the purposes of section 164,",148,"Local inquiry.—(1) Whenever a local inquiry is necessary for the purposes of section 145, section 146 or",auto,"shared_keywords=['inquiry', 'local', 'necessary', 'purposes', 'whenever']; title_jaccard=1.00"
bnss_to_crpc,168,"Every police officer may interpose for the purpose of preventing, and shall, to",149,"Police to prevent cognizable offences.—Every police officer may interpose for the purpose of preventing,",auto,"shared_keywords=['interpose', 'officer', 'police', 'preventing', 'purpose']; title_jaccard=0.62"
crpc_to_bnss,168,"Every police officer may interpose for the purpose of preventing, and shall, to",149,"Police to prevent cognizable offences.—Every police officer may interpose for the purpose of preventing,",auto,"shared_keywords=['interpose', 'officer', 'police', 'preventing', 'purpose']; title_jaccard=0.62"
bnss_to_crpc,169,Every police officer receiving information of a design to commit any cognizable,150,Information of design to commit cognizable offences .—Every police officer receiving information of a,auto,"shared_keywords=['cognizable', 'commit', 'design', 'information', 'officer', 'police', 'receiving']; title_jaccard=0.88"
crpc_to_bnss,169,Every police officer receiving information of a design to commit any cognizable,150,Information of design to commit cognizable offences .—Every police officer receiving information of a,auto,"shared_keywords=['cognizable', 'commit', 'design', 'information', 'officer', 'police', 'receiving']; title_jaccard=0.88"
bnss_to_crpc,170,A police officer knowing of a design to commit any cognizable offence may,151,Arrest to prevent the commission of cognizable offences .—(1) A police officer knowing of a design to,auto,"shared_keywords=['cognizable', 'design', 'knowing', 'officer', 'police']; title_jaccard=0.45"
crpc_to_bnss,170,A police officer knowing of a design to commit any cognizable offence may,151,Arrest to prevent the commission of cognizable offences .—(1) A police officer knowing of a design to,auto,"shared_keywords=['cognizable', 'design', 'knowing', 'officer', 'police']; title_jaccard=0.45"
bnss_to_crpc,171,A police officer may of his own authority interpose to prevent any injury attempted,152,Prevention of injury to public property .—A police officer may of his own authority interpose to prevent,auto,"shared_keywords=['authority', 'injury', 'interpose', 'officer', 'police', 'prevent']; title_jaccard=0.60"
crpc_to_bnss,171,A police officer may of his own authority interpose to prevent any injury attempted,152,Prevention of injury to public property .—A police officer may of his own authority interpose to prevent,auto,"shared_keywords=['authority', 'injury', 'interpose', 'officer', 'police', 'prevent']; title_jaccard=0.60"
bnss_to_crpc,173,Information in cognizable cases .—(1) Every information relating to the commission of a,154,Information in cognizable cases .—(1) Every information relating to the commission of a cognizable,manual,manual: FIR / cognizable information (CrPC §154 → BNSS §173)
crpc_to_bnss,173,Information in cognizable cases .—(1) Every information relating to the commission of a,154,Information in cognizable cases .—(1) Every information relating to the commission of a cognizable,manual,manual: FIR / cognizable information (CrPC §154 → BNSS §173)
bnss_to_crpc,174,Information as to non -cognizable cases and investigation of such cases. —(1) When,155,Information as to non-cognizable cases and investigation of such cases.—(1) When information is given to,manual,manual: non-cognizable case information (CrPC §155 → BNSS §174)
crpc_to_bnss,174,Information as to non -cognizable cases and investigation of such cases. —(1) When,155,Information as to non-cognizable cases and investigation of such cases.—(1) When information is given to,manual,manual: non-cognizable case information (CrPC §155 → BNSS §174)
bnss_to_crpc,175,"Any officer in charge of a police station may, without the order of a Magistrate,",153,"Inspection of weights and measures .—(1) Any officer in charge of a police station may , without a",auto,"shared_keywords=['charge', 'officer', 'police', 'station', 'without']; title_jaccard=0.56"
crpc_to_bnss,175,"Any officer in charge of a police station may, without the order of a Magistrate,",153,"Inspection of weights and measures .—(1) Any officer in charge of a police station may , without a",auto,"shared_keywords=['charge', 'officer', 'police', 'station', 'without']; title_jaccard=0.56"
bnss_to_crpc,176,"If, from information received or otherwise, an officer in charge of a police",157,"Procedure for investigation .—(1) If, from information received or otherwise, an officer in charge of a",auto,"shared_keywords=['charge', 'information', 'officer', 'otherwise', 'received']; title_jaccard=0.71"
crpc_to_bnss,176,"If, from information received or otherwise, an officer in charge of a police",157,"Procedure for investigation .—(1) If, from information received or otherwise, an officer in charge of a",auto,"shared_keywords=['charge', 'information', 'officer', 'otherwise', 'received']; title_jaccard=0.71"
bnss_to_crpc,177,"( 1) Every report sent to a Magistrate under section 176 shall, if the State",158,"Report how submitted .—(1) Every report sent to a Magistrate under section 157 shall, if the State",auto,"shared_keywords=['magistrate', 'report', 'sent', 'state']; title_jaccard=0.80"
crpc_to_bnss,177,"( 1) Every report sent to a Magistrate under section 176 shall, if the State",158,"Report how submitted .—(1) Every report sent to a Magistrate under section 157 shall, if the State",auto,"shared_keywords=['magistrate', 'report', 'sent', 'state']; title_jaccard=0.80"
bnss_to_crpc,178,"The Magistrate, on receiving report under section 176, may direct an investigation,",159,"Power to hold investigation or preliminary inquiry.—Such Magistrate, on receiving such report, may direct",auto,"shared_keywords=['direct', 'investigation', 'magistrate', 'receiving', 'report']; title_jaccard=0.62"
crpc_to_bnss,178,"The Magistrate, on receiving report under section 176, may direct an investigation,",159,"Power to hold investigation or preliminary inquiry.—Such Magistrate, on receiving such report, may direct",auto,"shared_keywords=['direct', 'investigation', 'magistrate', 'receiving', 'report']; title_jaccard=0.62"
bnss_to_crpc,179,"Any police officer making an investigation under this Chapter may, by order",161,"Examination of witnesses by police .—(1) Any police officer making an investigation under this Chapter,",auto,"shared_keywords=['chapter', 'investigation', 'making', 'officer', 'police']; title_jaccard=0.71"
crpc_to_bnss,179,"Any police officer making an investigation under this Chapter may, by order",161,"Examination of witnesses by police .—(1) Any police officer making an investigation under this Chapter,",auto,"shared_keywords=['chapter', 'investigation', 'making', 'officer', 'police']; title_jaccard=0.71"
bnss_to_crpc,180,"Any police officer making an investigation under this Chapter, or any police",160,Police officer’s power to require attendance of witnesses.—(1) Any police officer making an investigation,auto,"shared_keywords=['investigation', 'making', 'officer', 'police']; title_jaccard=0.50"
crpc_to_bnss,180,"Any police officer making an investigation under this Chapter, or any police",160,Police officer’s power to require attendance of witnesses.—(1) Any police officer making an investigation,auto,"shared_keywords=['investigation', 'making', 'officer', 'police']; title_jaccard=0.50"
bnss_to_crpc,181,No statement made by any person to a police officer in the course of an,162,Statements to police not t o be signed: Use of statements in evidence .—(1) No statement made by any,auto,"shared_keywords=['made', 'police', 'statement']; title_jaccard=0.38"
crpc_to_bnss,181,No statement made by any person to a police officer in the course of an,162,Statements to police not t o be signed: Use of statements in evidence .—(1) No statement made by any,auto,"shared_keywords=['made', 'police', 'statement']; title_jaccard=0.38"
bnss_to_crpc,182,"No police officer or other person in authority shall offer or make, or cause to",163,"No inducement to be offered .—(1) No police officer or other person in authority shal l offer or make, or",auto,"shared_keywords=['authority', 'make', 'offer', 'officer', 'police']; title_jaccard=0.56"
crpc_to_bnss,182,"No police officer or other person in authority shall offer or make, or cause to",163,"No inducement to be offered .—(1) No police officer or other person in authority shal l offer or make, or",auto,"shared_keywords=['authority', 'make', 'offer', 'officer', 'police']; title_jaccard=0.56"
bnss_to_crpc,183,Recording of confessions and statements .—(1) Any Magistrate of the District in which the,164,"Recording of confessions and statements.—(1) Any Metropolitan Magistrate or Judicial Magistrate may,",manual,manual: recording of confessions and statements (CrPC §164 → BNSS §183)
crpc_to_bnss,183,Recording of confessions and statements .—(1) Any Magistrate of the District in which the,164,"Recording of confessions and statements.—(1) Any Metropolitan Magistrate or Judicial Magistrate may,",manual,manual: recording of confessions and statements (CrPC §164 → BNSS §183)
bnss_to_crpc,184,"Where, during the stage when an offence of committing rape or attempt to",164a,"Medical examination of the victim of rape .—(1) Where, during the stage when an offence of",auto,"shared_keywords=['during', 'offence', 'rape', 'stage']; title_jaccard=0.44"
crpc_to_bnss,184,"Where, during the stage when an offence of committing rape or attempt to",164a,"Medical examination of the victim of rape .—(1) Where, during the stage when an offence of",auto,"shared_keywords=['during', 'offence', 'rape', 'stage']; title_jaccard=0.44"
bnss_to_crpc,187,"Whenever any person is arrested and detained in custody, and it appears",335,Person acquitted on such ground to be detained in safe custody. —(1) Whenever the finding states that,auto,"shared_keywords=['custody', 'detained', 'whenever']; title_jaccard=0.30"
crpc_to_bnss,187,"Whenever any person is arrested and detained in custody, and it appears",335,Person acquitted on such ground to be detained in safe custody. —(1) Whenever the finding states that,auto,"shared_keywords=['custody', 'detained', 'whenever']; title_jaccard=0.30"
bnss_to_crpc,188,When any subordinate police officer has made any investigation under this,168,Report of investigation by subordinate police officer .—When any subordinate police officer has made,auto,"shared_keywords=['investigation', 'made', 'officer', 'police', 'subordinate']; title_jaccard=0.83"
crpc_to_bnss,188,When any subordinate police officer has made any investigation under this,168,Report of investigation by subordinate police officer .—When any subordinate police officer has made,auto,"shared_keywords=['investigation', 'made', 'officer', 'police', 'subordinate']; title_jaccard=0.83"
bnss_to_crpc,189,"If, upon an investigation under this Chapter, it appears to the officer in charge of",169,"Release of accused when evidence deficie nt.—If, upon an investigation under this Chapter, it appears to",auto,"shared_keywords=['appears', 'chapter', 'investigation']; title_jaccard=0.33"
crpc_to_bnss,189,"If, upon an investigation under this Chapter, it appears to the officer in charge of",169,"Release of accused when evidence deficie nt.—If, upon an investigation under this Chapter, it appears to",auto,"shared_keywords=['appears', 'chapter', 'investigation']; title_jaccard=0.33"
bnss_to_crpc,191,No complainant or witness on his way to any Court shall be required to accompany,171,Complainant and witnesses not to be required to accompany police officer and not to be subjected to,auto,"shared_keywords=['accompany', 'complainant', 'required']; title_jaccard=0.38"
crpc_to_bnss,191,No complainant or witness on his way to any Court shall be required to accompany,171,Complainant and witnesses not to be required to accompany police officer and not to be subjected to,auto,"shared_keywords=['accompany', 'complainant', 'required']; title_jaccard=0.38"
bnss_to_crpc,192,Diary of proceedings in investigation.—(1) Every police officer making an investigation under,172,Diary of proceedings in investigation .—(1) Every police officer maki ng an investigation under this,manual,manual: investigation case diary (CrPC §172 → BNSS §192)
crpc_to_bnss,192,Diary of proceedings in investigation.—(1) Every police officer making an investigation under,172,Diary of proceedings in investigation .—(1) Every police officer maki ng an investigation under this,manual,manual: investigation case diary (CrPC §172 → BNSS §192)
bnss_to_crpc,193,Report of police officer on completion of investigation .—(1) Every investigation under this,173,Report of police officer on completion of investigati on.—(1) Every investigation under this Chapter,manual,manual: police report on completion of investigation (CrPC §173 → BNSS §193)
crpc_to_bnss,193,Report of police officer on completion of investigation .—(1) Every investigation under this,173,Report of police officer on completion of investigati on.—(1) Every investigation under this Chapter,manual,manual: police report on completion of investigation (CrPC §173 → BNSS §193)
bnss_to_crpc,194,When the officer in charge of a police station or some other police officer,174,"Police to enquire and report on suicide, etc. —(1) When the officer in charge of a police station or some",auto,"shared_keywords=['charge', 'officer', 'police', 'some', 'station']; title_jaccard=0.62"
crpc_to_bnss,194,When the officer in charge of a police station or some other police officer,174,"Police to enquire and report on suicide, etc. —(1) When the officer in charge of a police station or some",auto,"shared_keywords=['charge', 'officer', 'police', 'some', 'station']; title_jaccard=0.62"
bnss_to_crpc,195,"A police officer proceeding under section 194 may, by order in writing, summon",175,"Power to summon persons .—(1) A police officer proceeding under section 174 may, by order",auto,"shared_keywords=['officer', 'police', 'proceeding', 'summon']; title_jaccard=0.80"
crpc_to_bnss,195,"A police officer proceeding under section 194 may, by order in writing, summon",175,"Power to summon persons .—(1) A police officer proceeding under section 174 may, by order",auto,"shared_keywords=['officer', 'police', 'proceeding', 'summon']; title_jaccard=0.80"
bnss_to_crpc,196,( 1) When the case is of the nature referred to in clause ( i) or clause ( ii) of,176,Inquiry by Magistrate into cause of death .—(1) 2[3*** when the case is of the nature referred,auto,"shared_keywords=['case', 'nature', 'referred']; title_jaccard=0.38"
crpc_to_bnss,196,( 1) When the case is of the nature referred to in clause ( i) or clause ( ii) of,176,Inquiry by Magistrate into cause of death .—(1) 2[3*** when the case is of the nature referred,auto,"shared_keywords=['case', 'nature', 'referred']; title_jaccard=0.38"
bnss_to_crpc,197,Every offence shall ordinarily be inquired into and tried by a Court within whose,177,Ordinary place of inquiry and trial.—Every offence shall ordinarily be inquired into and tried,auto,"shared_keywords=['inquired', 'offence', 'ordinarily', 'tried']; title_jaccard=0.44"
crpc_to_bnss,197,Every offence shall ordinarily be inquired into and tried by a Court within whose,177,Ordinary place of inquiry and trial.—Every offence shall ordinarily be inquired into and tried,auto,"shared_keywords=['inquired', 'offence', 'ordinarily', 'tried']; title_jaccard=0.44"
bnss_to_crpc,198,( a) When it is uncertain in which of several local areas an offence was,178,Place of inquiry or trial .—(a) When it is uncertain in which of several local areas an offence,auto,"shared_keywords=['areas', 'local', 'offence', 'several', 'uncertain']; title_jaccard=0.62"
crpc_to_bnss,198,( a) When it is uncertain in which of several local areas an offence was,178,Place of inquiry or trial .—(a) When it is uncertain in which of several local areas an offence,auto,"shared_keywords=['areas', 'local', 'offence', 'several', 'uncertain']; title_jaccard=0.62"
bnss_to_crpc,200,When an act is an offence by reason of its relation to any other act which is also,180,Place of trial where act is an offence by reason of relation to other offence .—When an act is an offence,auto,"shared_keywords=['offence', 'reason', 'relation']; title_jaccard=0.50"
crpc_to_bnss,200,When an act is an offence by reason of its relation to any other act which is also,180,Place of trial where act is an offence by reason of relation to other offence .—When an act is an offence,auto,"shared_keywords=['offence', 'reason', 'relation']; title_jaccard=0.50"
bnss_to_crpc,202,"Any offence which includes cheating may, if the deception is practised by",182,"Offences committed by letters, etc .—(1) Any offence which includes cheating may, if the deception is",auto,"shared_keywords=['cheating', 'deception', 'includes', 'offence']; title_jaccard=0.50"
crpc_to_bnss,202,"Any offence which includes cheating may, if the deception is practised by",182,"Offences committed by letters, etc .—(1) Any offence which includes cheating may, if the deception is",auto,"shared_keywords=['cheating', 'deception', 'includes', 'offence']; title_jaccard=0.50"
bnss_to_crpc,203,"When an offence is committed whilst the person by or against whom, or the",183,Offence committed on journey or voyage .—When an offence is committed whilst the person by or,auto,"shared_keywords=['committed', 'offence', 'whilst']; title_jaccard=0.50"
crpc_to_bnss,203,"When an offence is committed whilst the person by or against whom, or the",183,Offence committed on journey or voyage .—When an offence is committed whilst the person by or,auto,"shared_keywords=['committed', 'offence', 'whilst']; title_jaccard=0.50"
bnss_to_crpc,205,"Notwithstanding anything contained in the preceding provisions of this Chapter,",380,"Special right of appeal in certain cases. —Notwithstanding anything contained in this Chapter, when",auto,"shared_keywords=['anything', 'chapter', 'contained', 'notwithstanding']; title_jaccard=0.36"
crpc_to_bnss,205,"Notwithstanding anything contained in the preceding provisions of this Chapter,",380,"Special right of appeal in certain cases. —Notwithstanding anything contained in this Chapter, when",auto,"shared_keywords=['anything', 'chapter', 'contained', 'notwithstanding']; title_jaccard=0.36"
bnss_to_crpc,208,When an offence is committed outside India,188,Offence committed outside India.—When an offence is committed outside India,auto,"shared_keywords=['committed', 'india', 'offence', 'outside']; title_jaccard=1.00"
crpc_to_bnss,208,When an offence is committed outside India,188,Offence committed outside India.—When an offence is committed outside India,auto,"shared_keywords=['committed', 'india', 'offence', 'outside']; title_jaccard=1.00"
bnss_to_crpc,209,When any offence alleged to have been committed in a territory outside India is,189,Receipt of evidence relating to offences committed outside India .—When any offence alleged to have,auto,"shared_keywords=['alleged', 'committed', 'india', 'offence', 'outside']; title_jaccard=0.50"
crpc_to_bnss,209,When any offence alleged to have been committed in a territory outside India is,189,Receipt of evidence relating to offences committed outside India .—When any offence alleged to have,auto,"shared_keywords=['alleged', 'committed', 'india', 'offence', 'outside']; title_jaccard=0.50"
bnss_to_crpc,211,When a Magistrate takes cognizance of an offence under clause ( c) of,191,Transfer on application of the accused .—When a Magistrate takes cognizance of an off ence under,auto,"shared_keywords=['cognizance', 'magistrate', 'takes']; title_jaccard=0.33"
crpc_to_bnss,211,When a Magistrate takes cognizance of an offence under clause ( c) of,191,Transfer on application of the accused .—When a Magistrate takes cognizance of an off ence under,auto,"shared_keywords=['cognizance', 'magistrate', 'takes']; title_jaccard=0.33"
bnss_to_crpc,212,"Any Chief Judicial Magistrate may, after taking cognizance of an offence,",192,"Making over of cases to Magistrates.—(1) Any Chief Judicial Magistrate may, after taking cognizance of",auto,"shared_keywords=['after', 'chief', 'cognizance', 'judicial', 'magistrate', 'taking']; title_jaccard=0.55"
crpc_to_bnss,212,"Any Chief Judicial Magistrate may, after taking cognizance of an offence,",192,"Making over of cases to Magistrates.—(1) Any Chief Judicial Magistrate may, after taking cognizance of",auto,"shared_keywords=['after', 'chief', 'cognizance', 'judicial', 'magistrate', 'taking']; title_jaccard=0.55"
bnss_to_crpc,213,Except as otherwise expressly provided by this Sanhita or by any other law for,193,Cognizance of offences by Courts of Session .—Except as otherwise expressly provided by this Code or,auto,"shared_keywords=['except', 'expressly', 'otherwise', 'provided']; title_jaccard=0.50"
crpc_to_bnss,213,Except as otherwise expressly provided by this Sanhita or by any other law for,193,Cognizance of offences by Courts of Session .—Except as otherwise expressly provided by this Code or,auto,"shared_keywords=['except', 'expressly', 'otherwise', 'provided']; title_jaccard=0.50"
bnss_to_crpc,214,An Additional Sessions Judge shall try such cases as the Sessions Judge of the,194,Additional and Assistant Sessions Judges to try cases made over to them .—As Additional Sessions,auto,"shared_keywords=['additional', 'cases', 'sessions']; title_jaccard=0.33"
crpc_to_bnss,214,An Additional Sessions Judge shall try such cases as the Sessions Judge of the,194,Additional and Assistant Sessions Judges to try cases made over to them .—As Additional Sessions,auto,"shared_keywords=['additional', 'cases', 'sessions']; title_jaccard=0.33"
bnss_to_crpc,218,When any person who is or was a Judge or Magistrate or a public servant not,197,Prosecution of Judges and public servants. —(1) When any person who is or was a Judge or Magistrate,auto,"shared_keywords=['judge', 'magistrate', 'public']; title_jaccard=0.43"
crpc_to_bnss,218,When any person who is or was a Judge or Magistrate or a public servant not,197,Prosecution of Judges and public servants. —(1) When any person who is or was a Judge or Magistrate,auto,"shared_keywords=['judge', 'magistrate', 'public']; title_jaccard=0.43"
bnss_to_crpc,219,No Court shall take cognizance of an offence punishable under Chapter V of,198,Prosecution for offences against marriage. —(1) No Court shall take cognizance of an offence,auto,"shared_keywords=['cognizance', 'offence', 'take']; title_jaccard=0.33"
crpc_to_bnss,219,No Court shall take cognizance of an offence punishable under Chapter V of,198,Prosecution for offences against marriage. —(1) No Court shall take cognizance of an offence,auto,"shared_keywords=['cognizance', 'offence', 'take']; title_jaccard=0.33"
bnss_to_crpc,220,No Court shall take cognizance of an offence punishable under section 84 of the,198b,Cognizance of offence .—No Court shall take cognizance of an offence punishable under,auto,"shared_keywords=['cognizance', 'offence', 'punishable', 'take']; title_jaccard=1.00"
crpc_to_bnss,220,No Court shall take cognizance of an offence punishable under section 84 of the,198b,Cognizance of offence .—No Court shall take cognizance of an offence punishable under,auto,"shared_keywords=['cognizance', 'offence', 'punishable', 'take']; title_jaccard=1.00"
bnss_to_crpc,221,No Court shall take cognizance of an offence punishable under section 67 of the,199,Prosecution for defamation. —(1) No Court shall take cognizance of an offence punishable,auto,"shared_keywords=['cognizance', 'offence', 'punishable', 'take']; title_jaccard=0.67"
crpc_to_bnss,221,No Court shall take cognizance of an offence punishable under section 67 of the,199,Prosecution for defamation. —(1) No Court shall take cognizance of an offence punishable,auto,"shared_keywords=['cognizance', 'offence', 'punishable', 'take']; title_jaccard=0.67"
bnss_to_crpc,223,A Magistrate having jurisdiction while taking cognizance of an offence on,200,Examination o f complainant. —A Magistrate taking cognizance of an offence on complaint,auto,"shared_keywords=['cognizance', 'magistrate', 'offence', 'taking']; title_jaccard=0.40"
crpc_to_bnss,223,A Magistrate having jurisdiction while taking cognizance of an offence on,200,Examination o f complainant. —A Magistrate taking cognizance of an offence on complaint,auto,"shared_keywords=['cognizance', 'magistrate', 'offence', 'taking']; title_jaccard=0.40"
bnss_to_crpc,224,If the complaint is made to a Magistrate who is not competent to take cognizance,201,Procedure by Magistrate not competent to take cognizance of the case .—If the complaint is,auto,"shared_keywords=['cognizance', 'competent', 'complaint', 'magistrate', 'take']; title_jaccard=0.71"
crpc_to_bnss,224,If the complaint is made to a Magistrate who is not competent to take cognizance,201,Procedure by Magistrate not competent to take cognizance of the case .—If the complaint is,auto,"shared_keywords=['cognizance', 'competent', 'complaint', 'magistrate', 'take']; title_jaccard=0.71"
bnss_to_crpc,225,"( 1) Any Magistrate, on receipt of a complaint of an offence of which he is",202,"Postponement of issue of process.—(1) Any Magistrate, on receipt of a complaint of an offence",auto,"shared_keywords=['complaint', 'magistrate', 'offence', 'receipt']; title_jaccard=0.57"
crpc_to_bnss,225,"( 1) Any Magistrate, on receipt of a complaint of an offence of which he is",202,"Postponement of issue of process.—(1) Any Magistrate, on receipt of a complaint of an offence",auto,"shared_keywords=['complaint', 'magistrate', 'offence', 'receipt']; title_jaccard=0.57"
bnss_to_crpc,226,"If, after considering the statements on oath (if any) of the complainant and of the",203,"Dismissal of complaint. —If, after considering the statements on oath (if any) of the",auto,"shared_keywords=['after', 'considering', 'oath', 'statements']; title_jaccard=0.57"
crpc_to_bnss,226,"If, after considering the statements on oath (if any) of the complainant and of the",203,"Dismissal of complaint. —If, after considering the statements on oath (if any) of the",auto,"shared_keywords=['after', 'considering', 'oath', 'statements']; title_jaccard=0.57"
bnss_to_crpc,227,If in the opinion of a Magistrate taking cognizance of an offence there is,204,Issue of process.—(1) If in the opinion of a Magistrate taking cogniz ance of an offence there is,auto,"shared_keywords=['magistrate', 'offence', 'opinion', 'taking', 'there']; title_jaccard=0.50"
