direction,bns_section_id,bns_title,ipc_section_id,ipc_title,bridge_kind,mapping_note
bns_to_ipc,297,Keeping lottery office.,294a,Keeping a lottery office,auto,"matched via content overlap: keep, lottery, office"
bns_to_ipc,298,Injuring or defiling place of worship with intent to insult religion of any class.,295,"Destroying, damaging or defiling a place of worship or sacred object with intent to insult the religion of any class of persons",auto,matched via shared concepts: offences-against-religion
bns_to_ipc,299,"Deliberate and malicious acts, intended to outrage religious feelings of any class by insulting its religion or religious beliefs.",295a,Maliciously insulting the religions or the religious beliefs of any class,auto,matched via shared concepts: offences-against-religion
bns_to_ipc,3,General explanations,6,Definitions in the Code to be understood subject to exceptions,manual,manual mapping: general explanations — IPC §6 (definitions read subject to General Exceptions)
bns_to_ipc,30,Act done in good faith for benefit of a person without consent.,314,Death caused by an act done with intent to cause miscarriage,auto,matched via content overlap: death
bns_to_ipc,300,Disturbing religious assembly.,296,Causing a disturbance to an assembly engaged in religious worship,auto,matched via shared concepts: offences-against-religion
bns_to_ipc,301,"Trespassing on burial places, etc.",297,"Trespassing in place of worship or sepulchre, disturbing funeral with intention to wound the feeling or to insult the religion of any person, or offering indignity to a human corpse",auto,matched via shared concepts: offences-against-religion
bns_to_ipc,302,"Uttering words, etc., with deliberate intent to wound religious feelings of any person.",298,"Uttering any word or making any sound in the hearing or making any gesture, or placing any object in the sight of any person, with intention to wound his religious feelings",auto,matched via shared concepts: offences-against-religion
bns_to_ipc,303,Theft,378,commit theft,auto,matched via shared concepts: theft
bns_to_ipc,304,Snatching,378,commit theft,auto,matched via shared concepts: theft
bns_to_ipc,305,"Theft in a dwelling house, or means of transportation or place of worship, etc.",381,Theft by clerk or servant of property in possession of master or employer,auto,matched via shared concepts: theft
bns_to_ipc,306,Theft by clerk or servant of property in possession of master.,381,Theft by clerk or servant of property in possession of master or employer,auto,matched via shared concepts: theft
bns_to_ipc,307,"Theft after preparation made for causing death, hurt or restraint in order to committing of theft.",382,"Theft, after preparation having been made for causing death, or hurt, or restraint or fear of death, or of hurt or of restraint, in order to the committing of such theft, or to retiring after committing it, or to retaining property taken by it",auto,matched via shared concepts: theft
bns_to_ipc,308,Extortion.,383,"Intentionally puts any person in fear of any injury to that person, or to any other",auto,matched via shared concepts: extortion
bns_to_ipc,309,Robbery,390,In all robbery there is either theft or extortion. When theft is robbery — Theft is “ro...,auto,matched via shared concepts: robbery
bns_to_ipc,310,Dacoity,391,commit “dacoity”,auto,"matched via shared concepts: dacoity, robbery"
bns_to_ipc,311,"Robbery, or dacoity, with attempt to cause death or grievous hurt.",397,"Robber or Dacoity, with attempt to cause death or grievous hurt",auto,"matched via shared concepts: dacoity, robbery"
bns_to_ipc,312,Attempt to commit robbery or dacoity when armed with deadly weapon.,398,Attempt to commit robbery or Dacoity when armed with deadly weapons,auto,"matched via shared concepts: dacoity, robbery"
bns_to_ipc,313,"Punishment for belonging to gang of robbers, etc.",400,Belonging to a gang of persons associated for the purpose of habitually committing Dacoity,auto,"matched via content overlap: belong, gang"
bns_to_ipc,314,Dishonest misappropriation of property.,403,"Dishonest misappropriation of movable property, or converting it to oneâ€™s own use",auto,"matched via content overlap: dishonest, misappropriation, movable"
bns_to_ipc,315,Dishonest misappropriation of property possessed by deceased person at the time of his death.,404,"Dishonest misappropriation of property, knowing that it was in possession of a deceased person at his death, and that it has not since been in the possession of any person legally entitled to it",auto,"matched via content overlap: death, deceased, dishonest"
bns_to_ipc,316,Criminal breach of trust.,406,Criminal breach of trust,auto,matched via shared concepts: criminal-breach-of-trust
bns_to_ipc,317,Stolen property.,414,"Assisting in concealment or disposal of stolen property, knowing it to be stolen",auto,matched via shared concepts: stolen-property
bns_to_ipc,318,Cheating,415,“cheat”,auto,matched via shared concepts: cheating
bns_to_ipc,319,Cheating by personation.,419,Cheating by personation,auto,matched via shared concepts: cheating
bns_to_ipc,32,Act to which a person is compelled by threats.,376a,Person committing an offence of rape and inflicting injury which causes death or causes the woman to be in a persistent vegetative state,auto,"matched via content overlap: death, state"
bns_to_ipc,320,Dishonest or fraudulent removal or concealment of property to prevent distribution among creditors.,421,"Fraudulent removal or concealment of property etc., to prevent distribution among creditors",auto,"matched via content overlap: among, concealment, creditor"
bns_to_ipc,321,Dishonestly or fraudulently preventing debt being available for creditors.,422,Fraudulently preventing from being made available for his creditors a debt or demand due to the offender,auto,"matched via content overlap: available, being, creditor"
bns_to_ipc,322,Dishonest or fraudulent execution of deed of transfer containing false statement of consideration.,423,Fraudulent execution of deed of transfer containing a false statement of consideration,auto,"matched via content overlap: consideration, contain, deed"
bns_to_ipc,323,Dishonest or fraudulent removal or concealment of property.,424,"Fraudulent removal or concealment of property of himself or any other person or assisting in the doing thereof, or dishonestly releasing any demand or claim to which he is entitled",auto,"matched via content overlap: claim, concealment, fraudulent"
bns_to_ipc,324,Mischief,425,"With intent to cause, or knowing that he is likely to cause, wrongful loss or damage to the public or to any person",auto,matched via shared concepts: mischief
bns_to_ipc,325,Mischief by killing or maiming animal.,428,"Mischief by killing, poisoning, maiming or rendering useless any animal of the value of 10 rupees or upwards",auto,matched via shared concepts: mischief
bns_to_ipc,326,"Mischief by injury, inundation, fire or explosive substance, etc.",436,Mischief by fire or explosive substance with intent to destroy house etc.,auto,matched via shared concepts: mischief
bns_to_ipc,327,"Mischief with intent to destroy or make unsafe a rail, aircraft, decked vessel or one of twenty tons burden.",437,Mischief with intent to destroy or make unsafe A decked vessel or a vessel of 20 tones burden,auto,matched via shared concepts: mischief
bns_to_ipc,328,"Punishment for intentionally running vessel aground or ashore with intent to commit theft, etc.",439,"Running vessel ashore with intent to commit theft, etc.",auto,matched via shared concepts: mischief
bns_to_ipc,329,Criminal trespass and house-trespass.,441,commit “criminal trespass”,auto,matched via shared concepts: criminal-trespass
bns_to_ipc,33,Act causing slight harm.,95,Act causing slight harm,manual,manual mapping: de minimis harm — IPC §95
bns_to_ipc,330,House-trespass and hous-ebreaking.,443,commit “lurking house-trespass”,auto,matched via shared concepts: criminal-trespass
bns_to_ipc,331,Punishment for house-trespass or house-breaking.,455,"Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.",auto,matched via shared concepts: criminal-trespass
bns_to_ipc,332,House-trespass in order to commit offence.,449,House-trespass in order to the commission of an offence punishable with death,auto,matched via shared concepts: criminal-trespass
bns_to_ipc,333,"House-trespass after preparation for hurt, assault or wrongful restraint.",455,"Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.",auto,matched via shared concepts: criminal-trespass
bns_to_ipc,334,Dishonestly breaking open receptacle containing property.,461,Dishonestly breaking Open or unfastening any closed receptacle containing or supposed to contain property,auto,matched via shared concepts: criminal-trespass
bns_to_ipc,335,Making a false document.,463,"Makes any false document or part of a document with intent to cause damage or injury, to the public or to any person",auto,matched via shared concepts: forgery
bns_to_ipc,336,Forgery,463,"Makes any false document or part of a document with intent to cause damage or injury, to the public or to any person",auto,matched via shared concepts: forgery
bns_to_ipc,337,"Forgery of record of Court or of public register, etc.",466,"Forgery of a record of a court of Justice or of a Registrar of Births, etc., kept by a public servant",auto,matched via shared concepts: forgery
bns_to_ipc,338,"Forgery of valuable security, will, etc.",467,"Forgery of a valuable security, will or authority to make or transfer any valuable security, or to receive any money, etc.",auto,matched via shared concepts: forgery
bns_to_ipc,339,"Having possession of document described in section 337 or section 338, knowing it to be forged and intending to use it as genuine.",474,"Having possession of a document, knowing it to be forged, with intent to use it as genuine; If the document is one of the description mentioned in section 466 of the Indian Penal Code",auto,matched via shared concepts: forgery
bns_to_ipc,34,Things done in private defence.,97,Right of private defence of the body and of property,manual,manual mapping: private defence — IPC §97
bns_to_ipc,340,Forged document or electronic record and using it as genuine.,470,A false document made wholly or in part by forgery is designated ?a forged document?.,auto,matched via shared concepts: forgery
bns_to_ipc,341,"Making or possessing counterfeit seal, etc., with intent to commit forgery punishable under section 338.",472,"Making or counterfeiting a seal, plate, etc., with intent to commit a forgery punishable under section 467 of the Indian Penal Code, or possessing with like intent any such seal, plate, etc. knowing the same to be counterfeit",auto,matched via shared concepts: forgery
bns_to_ipc,342,"Counterfeiting device or mark used for authenticating documents described in section 338, or possessing counterfeit marked material.",475,"Counterfeiting a device or mark used for authenticating documents described in section 467 of the Indian Penal Code, or possessing counterfeit marked material",auto,matched via shared concepts: forgery
bns_to_ipc,343,"Fraudulent cancellation, destruction, etc., of will, authority to adopt, or valuable security.",467,"Forgery of a valuable security, will or authority to make or transfer any valuable security, or to receive any money, etc.",auto,matched via shared concepts: forgery
bns_to_ipc,344,Falsification of accounts.,477a,Falsification of accounts,auto,matched via shared concepts: forgery
bns_to_ipc,345,Property mark.,481,use a false property mark,auto,matched via shared concepts: property-mark
bns_to_ipc,346,Tampering with property mark with intent to cause injury.,489,Removing destroying or defacing property mark with intent to cause injury,auto,matched via shared concepts: property-mark
bns_to_ipc,347,Counterfeiting a property mark.,484,"Counterfeiting a property mark used by a public servant, or any mark used by him to denote the manufacture, quality, etc., of any property",auto,matched via shared concepts: property-mark
bns_to_ipc,348,Making or possession of any instrument for counterfeiting a property mark.,485,"Fraudulently making or having possession of any die, plate or other instrument for counterfeiting any public or private property mark",auto,matched via shared concepts: property-mark
bns_to_ipc,349,Selling goods marked with a counterfeit property mark.,486,Knowingly selling goods marked with a counterfeit property mark,auto,matched via shared concepts: property-mark
bns_to_ipc,35,Right of private defence of body and of property.,166b,"anyone overseeing a hospital, whether public or private, and breaching the provisions of Section 357C of the Code of Criminal Procedure.",auto,matched via content overlap: private
bns_to_ipc,350,Making a false mark upon any receptacle containing goods.,487,"Fraudulently marking a false mark upon any package or receptacle containing goods, with intent to cause it to be believed that it contains goods which it does not contain, etc.",auto,matched via shared concepts: property-mark
bns_to_ipc,351,Criminal intimidation.,506,Criminal intimidation,auto,matched via shared concepts: criminal-intimidation
bns_to_ipc,352,Intentional insult with intent to provoke breach of peace.,504,Insult intended to provoke breach of the peace,auto,matched via shared concepts: criminal-intimidation
bns_to_ipc,353,Statements conducing to public mischief.,153a,Promoting enmity between classes,auto,matched via shared concepts: promoting-enmity
bns_to_ipc,354,Act caused by inducing person to believe that he will be rendered an object of Divine displeasure.,508,Act caused by inducing a person to believe that he will be rendered an object of Divine displeasure,auto,"matched via content overlap: displeasure, divine, induc"
bns_to_ipc,355,Misconduct in public by a drunken person.,510,"Appearing in a public Place, etc., in a State of intoxication, and causing annoyance to any person",auto,"matched via content overlap: annoyance, intoxication"
bns_to_ipc,356,Defamation,499,"By words either spoken or intended to be read, or by signs or by visible representations",auto,matched via shared concepts: defamation
bns_to_ipc,357,Breach of contract to attend on and supply wants of helpless person.,491,"Being bound to attend on or supply the wants of a person who is helpless from youth, unsoundness of mind or disease, and voluntarily omitting to do so",auto,"matched via content overlap: attend, helples, mind"
bns_to_ipc,358,Repeal and savings.,511,"Attempting to commit offences punishable with imprisonment for life, or imprisonment, and in such attempt doing any act towards the commission of the offence",manual,manual mapping: repeals IPC; savings preserve pending proceedings
bns_to_ipc,36,"Right of private defence against act of a person of unsound mind, etc.",288,A person omitting to guard against probable danger to human life by the fall of any building over which he has a right entitling him to pull it down or repair it,auto,"matched via content overlap: against, right"
bns_to_ipc,37,Acts against which there is no right of private defence.,288,A person omitting to guard against probable danger to human life by the fall of any building over which he has a right entitling him to pull it down or repair it,auto,"matched via content overlap: against, right"
bns_to_ipc,38,When right of private defence of body extends to causing death.,299,Causes death by doing an act with the intention of causing death,auto,matched via content overlap: death
bns_to_ipc,4,Punishments,53,Punishment for abetment of offences punishable under section 161 or section 165,manual,manual correction: Punishments -> IPC §53 Punishments
bns_to_ipc,40,Commencement and continuance of right of private defence of body.,166b,"anyone overseeing a hospital, whether public or private, and breaching the provisions of Section 357C of the Code of Criminal Procedure.",auto,matched via content overlap: private
bns_to_ipc,41,When right of private defence of property extends to causing death.,382,"Theft, after preparation having been made for causing death, or hurt, or restraint or fear of death, or of hurt or of restraint, in order to the committing of such theft, or to retiring after committing it, or to retaining property taken by it",auto,"matched via content overlap: death, property"
bns_to_ipc,43,Commencement and continuance of right of private defence of property.,420,"Cheating and there by dishonestly inducing delivery of property, or the making, alteration or destruction of a valuable security",auto,matched via content overlap: property
bns_to_ipc,44,Right of private defence against deadly assault when there is risk of harm to innocent person.,288,A person omitting to guard against probable danger to human life by the fall of any building over which he has a right entitling him to pull it down or repair it,auto,"matched via content overlap: against, right"
bns_to_ipc,45,Abetment of a thing.,107,Electronic record,manual,manual correction: Abetment of a thing -> IPC §107
bns_to_ipc,46,Abettor.,108,"Makes any false document or part of a document with intent to cause damage or injury, to the public or to any person",manual,manual correction: Abettor -> IPC §108
bns_to_ipc,47,Abetment in India of offences outside India.,108a,Abetment in India of offences outside India,manual,manual mapping: abetment of offence outside India — IPC §108A
bns_to_ipc,48,Abetment outside India for offence in India.,138,"Abetment of act of insubordination by an officer, soldier, sailor or airman, if the offence be committed in consequence",auto,matched via content overlap: abetment
bns_to_ipc,49,Punishment of abetment if act abetted is committed in consequence and where no express provision is made for its punishment.,138,"Abetment of act of insubordination by an officer, soldier, sailor or airman, if the offence be committed in consequence",auto,"matched via content overlap: abetment, consequence"
bns_to_ipc,5,Commutation of sentence,54,Electronic record,manual,manual correction: Commutation of sentence -> IPC §54
bns_to_ipc,50,Punishment of abetment if person abetted does act with different intention from that of abettor.,496,A person with fraudulent intention going through the ceremony of being married knowing that he is not thereby lawfully married,auto,matched via content overlap: that
bns_to_ipc,51,Liability of abettor when one act abetted and different act done.,138,"Abetment of act of insubordination by an officer, soldier, sailor or airman, if the offence be committed in consequence",auto,"matched via content overlap: abetment, consequence"
bns_to_ipc,53,Liability of abettor for an effect caused by act abetted different from that intended by abettor.,508,Act caused by inducing a person to believe that he will be rendered an object of Divine displeasure,auto,matched via content overlap: that
bns_to_ipc,54,Abettor present when offence is committed.,138,"Abetment of act of insubordination by an officer, soldier, sailor or airman, if the offence be committed in consequence",auto,matched via content overlap: abetment
bns_to_ipc,55,Abetment of offence punishable with death or imprisonment for life.,388,"Extortion by threat of accusation of an offence punishable with death, imprisonment for life, or imprisonment for 10 Years.",auto,"matched via content overlap: death, imprisonment, life"
bns_to_ipc,56,Abetment of offence punishable with imprisonment.,388,"Extortion by threat of accusation of an offence punishable with death, imprisonment for life, or imprisonment for 10 Years.",auto,matched via content overlap: imprisonment
bns_to_ipc,57,Abetting commission of offence by public or by more than ten persons.,306,Abetting the Commission of suicide,auto,matched via content overlap: abett
bns_to_ipc,58,Concealing design to commit offence punishable with death or imprisonment for life.,389,"Putting a person in fear of accusation of an offence punishable with death, imprisonment for life, or imprisonment for 10 Years in order to commit extortion.",auto,"matched via content overlap: death, imprisonment, life"
bns_to_ipc,59,Public servant concealing design to commit offence which it is his duty to prevent.,332,Voluntarily causing hurt to deter public servant from his duty,auto,"matched via content overlap: duty, servant"
bns_to_ipc,6,Fractions of terms of punishment.,57,Giving or fabricating false evidence with intent to procure conviction of an offence punishable with imprisonment for life or with imprisonment for 7 Years or upwards,manual,manual correction: Fractions of terms of punishment -> IPC §57
bns_to_ipc,60,Concealing design to commit offence punishable with imprisonment.,389,"Putting a person in fear of accusation of an offence punishable with death, imprisonment for life, or imprisonment for 10 Years in order to commit extortion.",auto,matched via content overlap: imprisonment
bns_to_ipc,61,Criminal conspiracy.,441,commit “criminal trespass”,auto,matched via content overlap: criminal
bns_to_ipc,62,Punishment for attempting to commit offences punishable with imprisonment for life or other imprisonment.,511,"Attempting to commit offences punishable with imprisonment for life, or imprisonment, and in such attempt doing any act towards the commission of the offence",auto,"matched via content overlap: attempt, imprisonment, life"
bns_to_ipc,63,Rape.,375,"A man is said to commit “rape” if he— penetrates his penis, to any extent, into the vag...",auto,matched via shared concepts: rape
bns_to_ipc,64,Punishment for rape.,376,Rape,auto,matched via shared concepts: rape
bns_to_ipc,66,Punishment for causing death or resulting in persistent vegetative state of victim,376a,Person committing an offence of rape and inflicting injury which causes death or causes the woman to be in a persistent vegetative state,auto,"matched via content overlap: death, persistent, rape"
bns_to_ipc,67,Sexual intercourse by husband upon his wife during separation.,376b,Sexual intercourse by husband upon his wife during separation,auto,"matched via content overlap: dur, husband, intercourse"
bns_to_ipc,68,Sexual intercourse by a person in authority.,376c,Sexual intercourse by a person in authority,auto,"matched via content overlap: authority, intercourse, sexual"
bns_to_ipc,69,"Sexual intercourse by employing deceitful means, etc.",376c,Sexual intercourse by a person in authority,auto,"matched via content overlap: intercourse, sexual"
bns_to_ipc,7,Sentence may be (in certain cases of imprisonment) wholly or partly rigorous or simple,222,"Intentional omission to apprehend on the part of A public servant bound by law to apprehend person under sentence of a court of Justice, If under sentence of death",auto,"matched via content overlap: court, sentence"
bns_to_ipc,70,Gang rape.,376d,Gang rape,auto,matched via shared concepts: rape
bns_to_ipc,71,Punishment for repeat offenders.,376e,Repeat offenders,auto,matched via shared concepts: rape
bns_to_ipc,72,"Disclosure of identity of victim of certain offences, etc.",228a,"Disclosure of identity of the victim of certain offences, etc.",auto,"matched via content overlap: disclosure, identity, victim"
bns_to_ipc,74,Assault or use of criminal force to woman with intent to outrage her modesty.,354,Assault or use of criminal force to woman with intent to outrage her modesty,auto,"matched via content overlap: assault, criminal, force"
bns_to_ipc,75,Sexual harassment.,354a,Sexual harassment of the nature of unwelcome physical contact and advances or a demand or request for sexual favours or showing pornography,auto,"matched via content overlap: harassment, sexual"
bns_to_ipc,76,Assault or use of criminal force to woman with intent to disrobe.,354b,Criminal force to woman with intent to disrobe,auto,"matched via content overlap: assault, criminal, disrobe"
bns_to_ipc,77,Voyeurism.,354c,Causing miscarriage without womanâ€™s consent,manual,manual correction: Voyeurism -> IPC §354C
bns_to_ipc,78,Stalking,354d,Stalking,auto,matched via content overlap: stalk
bns_to_ipc,79,"Word, gesture or act intended to insult modesty of a woman.",509,"Uttering any word or making any gesture intended to insult the modesty of a woman, etc.",auto,"matched via content overlap: gesture, insult, intended"
bns_to_ipc,8,"Amount of fine, liability in default of payment of fine, etc.",427,"Mischief, and thereby causing damage to the amount of 50 rupees or upwards",auto,matched via content overlap: amount
bns_to_ipc,80,Dowry death.,304b,Dowry death,auto,"matched via content overlap: death, dowry"
bns_to_ipc,81,Cohabitation caused by man deceitfully inducing belief of lawful marriage.,493,A man by deceit causing a woman not lawfully married to him to believe that she is lawfully married to him and to cohabit with him in that belief,auto,matched via content overlap: deceit
bns_to_ipc,82,Marrying again during lifetime of husband or wife.,494,Marrying again during the life-time of a husband or wife,auto,"matched via content overlap: again, dur, husband"
bns_to_ipc,83,Marriage ceremony fraudulently gone through without lawful marriage.,496,A person with fraudulent intention going through the ceremony of being married knowing that he is not thereby lawfully married,auto,"matched via content overlap: ceremony, going, through"
bns_to_ipc,84,Enticing or taking away or detaining with criminal intent a married woman.,498,Enticing or taking away or detaining with a criminal intent a married woman,auto,"matched via content overlap: away, criminal, detain"
bns_to_ipc,85,Husband or relative of husband of a woman subjecting her to cruelty.,498a,Punishment for subjecting a married woman to Cruelty,auto,"matched via content overlap: cruelty, subject, woman"
bns_to_ipc,86,Cruelty defined.,498a,Electronic record,manual,manual correction: Cruelty defined -> IPC §498A
bns_to_ipc,87,"Kidnapping, abducting or inducing woman to compel her marriage, etc.",366,Kidnapping or abducting a woman to compel her marriage or to cause her defilement etc.,auto,"matched via content overlap: abduct, compel, kidnapp"
bns_to_ipc,88,Causing miscarriage.,312,Causing miscarriage,auto,matched via shared concepts: miscarriage
bns_to_ipc,89,Causing miscarriage without woman's consent.,313,Causing miscarriage without womanâ€™s consent,auto,"matched via content overlap: consent, miscarriage, without"
bns_to_ipc,90,Death caused by act done with intent to cause miscarriage.,314,Death caused by an act done with intent to cause miscarriage,auto,"matched via content overlap: death, miscarriage"
bns_to_ipc,91,Act done with intent to prevent child being born alive or to cause to die after birth.,315,"Act done with intent to prevent a child being born alive, or to cause it to die after its birth",auto,"matched via content overlap: after, alive, being"
bns_to_ipc,92,Causing death of quick unborn child by act amounting to culpable homicide.,316,Causing death of a quick unborn child by an act amounting to culpable homicide,auto,"matched via content overlap: amount, child, culpable"
bns_to_ipc,93,"Exposure and abandonment of child under twelve years of age, by parent or person having care of it",317,Exposure of a child under 12 Years of age by parent or person having care of it with intention of wholly abandoning it,auto,"matched via content overlap: care, child, exposure"
bns_to_ipc,94,Concealment of birth by secret disposal of dead body.,318,Concealment of birth by secret disposal of dead body,auto,"matched via content overlap: birth, body, concealment"
bns_to_ipc,96,Procuration of child.,366a,Procuration of minor girl,auto,matched via content overlap: procuration
bns_to_ipc,97,Kidnapping or abducting child under ten years of age with intent to steal from its person,369,Kidnapping or abducting a child with intent to take property from the person of such child,auto,"matched via content overlap: abduct, child, from"
bns_to_ipc,98,"Selling child for purposes of prostitution, etc.",372,"Selling or letting to hire a minor for purposes of prostitution, etc.",auto,"matched via content overlap: prostitution, purpos, sell"
bns_to_ipc,99,"Buying child for purposes of prostitution, etc",372,"Selling or letting to hire a minor for purposes of prostitution, etc.",auto,"matched via content overlap: prostitution, purpos"
ipc_to_bns,128,Force.,1,"The Indian Penal Code has been extended to Berar by the Berar L aws Act, 1941 (4 of 1941) and has been declared in force",auto,matched via content overlap: force
ipc_to_bns,2,Definitions,10,"\""Man\"". \""Woman\""",manual,manual mapping: IPC definition (man/woman) → BNS §2 Definitions
ipc_to_bns,38,When right of private defence of body extends to causing death.,100,When the right of private defence of the body extends to causing death,auto,"matched via content overlap: body, death, defence"
ipc_to_bns,39,When such right extends to causing any harm other than death.,101,When such right extends to causing any harm other than death,auto,"matched via content overlap: death, harm, right"
ipc_to_bns,40,Commencement and continuance of right of private defence of body.,102,Commencement and continuance of the right of private defence of the body,auto,"matched via content overlap: body, continuance, defence"
ipc_to_bns,38,When right of private defence of body extends to causing death.,103,When the right of private defence of property extends to causing death,auto,"matched via content overlap: death, defence, private"
ipc_to_bns,39,When such right extends to causing any harm other than death.,104,When such right extends to causing any harm other than death,auto,"matched via content overlap: death, harm, right"
ipc_to_bns,43,Commencement and continuance of right of private defence of property.,105,Commencement and continuance of the right of private defence of property,auto,"matched via content overlap: continuance, defence, private"
ipc_to_bns,44,Right of private defence against deadly assault when there is risk of harm to innocent person.,106,Right of private defence against deadly assault when there is risk of harm t o innocent,auto,"matched via content overlap: against, assault, deadly"
ipc_to_bns,45,Abetment of a thing.,107,Abetment of a thing,manual,manual correction: Abetment of a thing -> BNS §45
ipc_to_bns,46,Abettor.,108,Abettor,manual,manual correction: Abettor -> BNS §46
ipc_to_bns,47,Abetment in India of offences outside India.,108a,Abetment in India of offences outside India,auto,"matched via content overlap: abetment, india, outside"
ipc_to_bns,49,Punishment of abetment if act abetted is committed in consequence and where no express provision is made for its punishment.,109,Punishment of abetment if the act abetted is committed in consequence and where no,auto,"matched via content overlap: abetment, abetted, consequence"
ipc_to_bns,50,Punishment of abetment if person abetted does act with different intention from that of abettor.,110,Punishment of abetment if person abetted does act with different intentio n from that of,auto,"matched via content overlap: abetment, abetted, different"
ipc_to_bns,51,Liability of abettor when one act abetted and different act done.,111,Liability of abettor when one act abetted and different act done,auto,"matched via content overlap: abetted, abettor, different"
ipc_to_bns,52,Abettor when liable to cumulative punishment for act abetted and for act done,112,Abettor when liable to cumulative punishment for act abetted and for act done,auto,"matched via content overlap: abetted, abettor, cumulative"
ipc_to_bns,53,Liability of abettor for an effect caused by act abetted different from that intended by abettor.,113,Liability of abettor for an effect caused by the act abetted different fro m that intended by,auto,"matched via content overlap: abetted, abettor, different"
ipc_to_bns,54,Abettor present when offence is committed.,114,Abettor present when offence is committed,auto,"matched via content overlap: abettor, present, when"
ipc_to_bns,55,Abetment of offence punishable with death or imprisonment for life.,115,Abetment of offence punishable with death or imprisonment for life,auto,"matched via content overlap: abetment, death, imprisonment"
ipc_to_bns,56,Abetment of offence punishable with imprisonment.,116,Abetment of offence punishable with imprisonment,auto,"matched via content overlap: abetment, imprisonment"
ipc_to_bns,57,Abetting commission of offence by public or by more than ten persons.,117,Abetting commission of offence by the public or by more than ten persons,auto,"matched via content overlap: abett, more, than"
ipc_to_bns,58,Concealing design to commit offence punishable with death or imprisonment for life.,118,Concealing design to commit offence punishable with death or imprisonment for life,auto,"matched via content overlap: conceal, death, design"
ipc_to_bns,59,Public servant concealing design to commit offence which it is his duty to prevent.,119,Public servant concealing design to commit offence which it is his duty to prevent,auto,"matched via content overlap: conceal, design, duty"
ipc_to_bns,60,Concealing design to commit offence punishable with imprisonment.,120,Concealing design to commit offence punishable with imprisonment,auto,"matched via content overlap: conceal, design, imprisonment"
ipc_to_bns,61,Criminal conspiracy.,120a,Definition of criminal conspiracy,auto,"matched via content overlap: conspiracy, criminal"
ipc_to_bns,131,Punishment for assault or criminal force otherwise than on grave provocation.,120b,Punishment of criminal conspiracy,auto,matched via content overlap: criminal
ipc_to_bns,148,Conspiracy to commit offences punishable by section 147.,121a,Conspiring to commit certain offences against the State,auto,matched via shared concepts: waging-war
ipc_to_bns,149,"Collecting arms, etc., with intention of waging war against Government of India.",122,"Collecting arms, etc., with The intention of waging War against the Government of India",auto,matched via shared concepts: waging-war
ipc_to_bns,150,Concealing with intent to facilitate design to wage war.,123,Concealing with intent to facilitate a design to wage War,auto,matched via shared concepts: waging-war
ipc_to_bns,151,"Assaulting President, Governor, etc., with intent to compel or restrain exercise of any lawful power.",124,"Assaulting President, Governor, etc., with intent to compel or restrain the exercise of any lawful power",auto,"matched via content overlap: assault, compel, exercise"
ipc_to_bns,196,"Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony",124a,Sedition,manual,manual mapping: sedition → promoting enmity (no direct BNS sedition offence)
ipc_to_bns,153,Waging war against Government of any foreign State at peace with Government of India.,125,"Waging war against any Asiatic power in alliance or at peace with the Government of India, or abetting the waging of such war",auto,matched via shared concepts: waging-war
ipc_to_bns,154,Committing depredation on territories of foreign State at peace with Government of India.,126,Committing depredation On the territories of any power in alliance or at peace with the Government of India,auto,matched via shared concepts: waging-war
ipc_to_bns,155,Receiving property taken by war or depredation mentioned in sections 153 and 154.,127,Receiving property taken by war or depredation mentioned in sections 125 And 126,auto,"matched via content overlap: depredation, mentioned, property"
ipc_to_bns,156,Public servant voluntarily allowing prisoner of State or war to escape.,128,Public servant voluntarily allowing prisoner of State or war in his custody to escape,auto,"matched via content overlap: allow, escape, prisoner"
ipc_to_bns,157,Public servant negligently suffering such prisoner to escape.,129,Public servant negligently suffering prisoner of State or war in his custody to escape,auto,"matched via content overlap: escape, negligently, prisoner"
ipc_to_bns,158,"Aiding escape of, rescuing or harbouring such prisoner.",130,"Aiding escape of, rescuing or harbouring, such prisoner, or offering Any resistance to the recapture of such prisoner",auto,"matched via content overlap: aid, escape, harbour"
ipc_to_bns,159,"Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty.",131,"Abetting mutiny, or attempting to seduce an officer, soldier sailor or airman from his allegiance or duty",auto,matched via shared concepts: mutiny
ipc_to_bns,160,"Abetment of mutiny, if mutiny is committed in consequence thereof.",132,"Abetment of mutiny, if mutiny is committed in consequence thereof",auto,matched via shared concepts: mutiny
ipc_to_bns,161,"Abetment of assault by soldier, sailor or airman on his superior officer, when in execution of his office.",133,"Abetment of assault by an officer, soldier, sailor or airman on his superior officer, when in the execution of his office",auto,"matched via content overlap: abetment, airman, assault"
ipc_to_bns,162,"Abetment of such assault, if assault committed",134,"Abetment of such assault, if the assault is committed",auto,"matched via content overlap: abetment, assault, where"
ipc_to_bns,163,"Abetment of desertion of soldier, sailor or airman.",135,"Abetment of the desertion of an officer, soldier, sailor or airman",auto,matched via shared concepts: desertion
ipc_to_bns,163,"Abetment of desertion of soldier, sailor or airman.",136,"Harbouring such an officer, soldier, sailor or airman who has deserted",auto,matched via shared concepts: desertion
